education_node_id,textbook_id,deleted_at
1319,12,
91,12,
1739,12,
555,12,
449,12,
156,12,
157,12,
397,13,
398,13,
1409,13,
1412,13,
1407,13,
1414,13,
1795,13,
1796,13,
1797,13,
257,13,
1861,13,
814,13,
595,13,
1862,13,
615,13,
1863,13,
1864,13,
617,13,
618,13,
597,13,
1544,13,
1865,13,
1972,14,
1973,14,
1974,14,
1975,14,
1976,14,
1977,14,
1978,14,
1979,14,
1980,14,
1981,14,
1982,14,
2105,14,
530,14,
1181,14,
322,14,
2106,14,
529,14,
1178,14,
709,14,
660,14,
2107,14,
2108,14,
2109,14,
2110,14,
2111,14,
2112,14,
1050,14,
823,14,
2113,14,
2114,14,
2115,14,
2288,15,
2289,15,
2290,15,
2291,15,
2292,15,
2293,15,
2294,15,
2295,15,
2296,15,
2297,15,
2298,15,
2299,15,
2300,15,
2301,15,
591,15,
510,15,
2302,15,
1238,15,
158,15,
1069,15,
2303,15,
925,15,
2441,15,
1709,18,
2659,1,
2551,18,2026-03-24 18:29:28.233+00
2552,18,2026-03-24 18:29:29.651+00
672,12,
76,12,
393,13,
1866,13,
1983,14,
1984,14,
1985,14,
154,14,
1986,14,
1987,14,
1988,14,
1989,14,
1990,14,
1991,14,
311,14,
1992,14,
1993,14,
1994,14,
1995,14,
403,14,
83,14,
718,14,
1456,14,
1104,14,
1996,14,
162,14,
1192,14,
2116,14,
1759,14,
2117,14,
2118,14,
2304,15,
2442,15,
2443,15,
2444,15,
2445,15,
2446,15,
2447,15,
2448,15,
2449,15,
2450,15,
2451,15,
2452,15,
2453,15,
2454,15,
2455,15,
2456,15,
2457,15,
2458,15,
2459,15,
2460,15,
2461,15,
2462,15,
2463,15,
2464,15,
2660,1,
80,18,
79,18,
2553,18,2026-03-24 18:29:31.082+00
2557,18,
285,18,
318,12,
1740,12,
1663,12,
290,12,
1741,12,
1798,13,
1799,13,
1800,13,
293,13,
1867,13,
1707,14,
2119,14,
2120,14,
2121,14,
2122,14,
2123,14,
2124,14,
2125,14,
2126,14,
2127,14,
2128,14,
2129,14,
2130,14,
2131,14,
2132,14,
621,14,
2133,14,
2134,14,
2135,14,
2136,14,
2137,14,
2138,14,
2139,14,
2140,14,
2305,15,
2306,15,
2307,15,
2308,15,
2309,15,
2310,15,
2311,15,
2312,15,
2313,15,
2314,15,
2315,15,
2316,15,
2317,15,
1412,15,
1556,8,
1557,8,
1558,8,
1559,8,
1560,8,
1561,8,
1562,8,
1563,8,
1564,8,
1565,8,
1566,8,
1567,8,
77,8,
100,8,
99,8,
1568,8,
1569,8,
86,8,
71,8,
1570,8,
453,8,
711,8,
580,8,
249,8,
106,8,
1571,8,
1572,8,
1573,8,
1574,8,
1575,8,
118,8,
1576,8,
120,8,
127,8,
428,8,
1577,8,
1578,8,
1579,8,
1580,8,
1581,8,
129,8,
399,8,
1582,8,
245,8,
244,8,
243,8,
1583,8,
313,8,
126,8,
119,8,
297,8,
112,8,
114,8,
125,8,
132,8,
1584,8,
133,8,
131,8,
1585,8,
1182,8,
136,8,
159,8,
423,8,
1586,8,
161,8,
245,8,
244,8,
243,8,
242,8,
241,8,
240,8,
326,8,
325,8,
324,8,
323,8,
170,8,
251,8,
171,8,
1587,8,
1588,8,
1589,8,
1590,8,
1591,8,
1592,8,
1593,8,
1594,8,
1595,8,
1596,8,
1597,8,
1598,8,
1599,8,
1600,8,
147,8,
1601,8,
1602,8,
1603,8,
150,8,
1604,8,
156,8,
157,8,
154,8,
1605,8,
1606,8,
1607,8,
1051,8,
1052,8,
1608,8,
1609,8,
1610,8,
1611,8,
152,8,
1612,8,
135,8,
322,8,
134,8,
529,8,
1041,8,
1613,8,
145,8,
84,8,
137,8,
75,8,
140,8,
292,8,
291,8,
1614,8,
288,8,
286,8,
287,8,
1615,8,
1616,8,
290,8,
289,8,
166,8,
159,8,
247,8,
282,8,
284,8,
1617,8,
285,8,
283,8,
614,8,
1707,12,
1618,8,2026-03-11 23:43:02.882+00
253,8,
280,8,
279,8,
105,8,
1569,8,
1619,8,
1620,8,
1621,8,
321,8,
1622,8,
1585,8,
1623,8,
1624,8,
1625,8,
191,8,
189,8,
188,8,
192,8,
194,8,
1626,8,
1627,8,
196,8,
200,8,
1628,8,
1629,8,
293,8,
121,8,
183,8,
186,8,
180,8,
182,8,
532,8,
1630,8,
1631,8,
1070,8,
1632,8,
99,8,
1633,8,
130,8,
1569,8,
204,8,
1634,8,
205,8,
255,8,
256,8,
890,8,
1635,8,
1130,8,
246,8,
98,8,
90,8,
404,8,
1636,8,
1637,8,
1638,8,
1639,8,
1640,8,
1641,8,
99,8,
460,8,
461,8,
1642,8,
1643,8,
1644,8,
101,8,
1645,8,
286,8,
288,8,
1569,8,
1600,8,
1646,8,
91,8,
1647,8,
92,8,
449,8,
1648,8,
1649,8,
283,8,
247,8,
166,8,
255,8,
139,8,
281,8,
1742,12,
1650,8,2026-03-12 00:07:42.509+00
300,8,
318,8,
1651,8,
1652,8,
1653,8,
1654,8,
1655,8,
156,8,
157,8,
1656,8,
1657,8,
1658,8,
1659,8,
1660,8,
1661,8,
1662,8,
321,8,
1663,8,
290,8,
289,8,
1624,8,
1625,8,
191,8,
189,8,
188,8,
192,8,
194,8,
1626,8,
1627,8,
196,8,
200,8,
1664,8,
1665,8,
293,8,
121,8,
183,8,
186,8,
180,8,
182,8,
532,8,
1630,8,
1666,8,
1070,8,
73,8,
1632,8,
1667,8,
1633,8,
1668,8,
197,8,
1669,8,
1634,8,
201,8,
1670,8,
204,8,
139,8,
405,8,
410,8,
401,8,
1671,8,
1672,8,
407,8,
409,8,
421,8,
1673,8,
404,8,
1674,8,
1675,8,
167,8,
1676,8,
411,8,
412,8,
1677,8,
1678,8,
1679,8,
1680,8,
1681,8,
1682,8,
1683,8,
1684,8,
1685,8,
1686,8,
1687,8,
1688,8,
1689,8,
132,8,
189,8,
194,8,
356,8,
361,8,
1690,8,
1691,8,
1692,8,
532,8,
360,8,
355,8,
1693,8,
179,8,
315,8,
537,8,
781,8,
1694,8,
1695,8,
1696,8,
1697,8,
1698,8,
1699,8,
1700,8,
1701,8,
1702,8,
1703,8,
249,12,
71,1,
72,1,
73,1,
74,1,
75,1,
76,1,
77,1,
78,1,
79,1,
80,1,
81,1,
82,1,
83,1,
84,1,
85,1,
86,1,
87,1,
88,1,
89,1,
90,1,
91,1,
92,1,
93,1,
94,1,
95,1,2025-11-13 19:10:52.483+00
96,1,
97,1,
98,1,
99,1,
100,1,
101,1,
102,1,
103,1,
104,1,
105,1,
106,1,
108,1,2025-11-13 21:04:41.277+00
111,1,2025-11-13 21:05:17.854+00
107,1,2025-11-13 21:06:18.379+00
109,1,2025-11-13 21:06:19.711+00
110,1,2025-11-13 21:06:22.982+00
112,1,
113,1,
114,1,
115,1,2025-11-13 21:08:23.799+00
116,1,
117,1,
118,1,
119,1,
120,1,
121,1,
256,1,2026-03-12 17:39:40.539+00
122,1,
124,1,
125,1,
126,1,
127,1,
123,1,2025-11-13 21:09:18.08+00
128,1,
129,1,
130,1,
131,1,
132,1,
133,1,
134,1,
135,1,
136,1,
137,1,
138,1,
139,1,
140,1,
1161,5,
142,1,
143,1,
144,1,
145,1,
146,1,
147,1,
148,1,
149,1,
150,1,
152,1,
153,1,2025-11-13 21:19:32.999+00
151,1,2025-11-13 21:19:35.967+00
154,1,
155,1,
156,1,
157,1,
158,1,
159,1,
160,1,
161,1,
162,1,
163,1,2025-11-14 16:21:06.538+00
164,1,2025-11-14 16:21:10.595+00
165,1,2025-11-14 16:21:12.631+00
166,1,
167,1,
168,1,
169,1,
170,1,
171,1,
172,1,
173,1,
174,1,
175,1,
176,1,
177,1,
178,1,
179,1,
180,1,
181,1,
182,1,
183,1,
184,1,
185,1,
186,1,
187,1,
188,1,
189,1,
190,1,
191,1,
192,1,
193,1,
194,1,
195,1,
196,1,
197,1,
198,1,
199,1,
200,1,
201,1,
202,1,
203,1,
204,1,
205,1,
206,1,2025-11-15 19:53:00.806+00
